SKU,Descripcion,Familia,Linea,Fabricante,Precio_Lista,Moneda,Porcentaje_IVA,Porcentaje_IEPS
DEXTRO 08,DISPLAY TABLETA EFERVESCENTE 82G ZERO NARANJA 12 PZ,DEXTRO,DEXTRO,DEXTRO,2693.63,Pesos,16,0
DEXTRO 09,DISPLAY TABLETA EFERVESCENTE 82G ZERO LIMON 12 PZ,DEXTRO,DEXTRO,DEXTRO,2693.63,Pesos,16,0
DEXTRO 10,DISPLAY TABLETA EFERVESCENTE 82G ZERO CEREZA 12 PZ,DEXTRO,DEXTRO,DEXTRO,2693.63,Pesos,16,0
DEXTRO 11,PAQUETE TABLETA EFERVESCENTE 82G ZERO SURIDOS 12 PZ,DEXTRO,DEXTRO,DEXTRO,2693.63,Pesos,16,0
DEXTRO 24,DISPLAY BARRA DE PROTEINA CHOCOLATE 24 PZ 50G,DEXTRO,DEXTRO,DEXTRO,2222.22,Pesos,0,8
DEXTRO 26,DISPLAY BARRA DE PROTEINA CARAMEL COOKIE 24 PZ 50G,DEXTRO,DEXTRO,DEXTRO,2222.22,Pesos,0,8
DEXTRO 28,DISPLAY BARRA DE PROTEINA VAINILLA COCO 24 PZ 50G,DEXTRO,DEXTRO,DEXTRO,2222.22,Pesos,0,8
DEXTRO 30,PAQUETE BARRA DE PROTEINA SURTIDOS 24 PZ 50G,DEXTRO,DEXTRO,DEXTRO,2222.22,Pesos,0,8
DEXTRO 31,DISPLAY BARRA DE ENERGIA VAINILLA 24 PZ 50 GRS,DEXTRO,DEXTRO,DEXTRO,2222.22,Pesos,0,8
DEXTRO 33,PAQUETE BARRA DE ENERGIA Y PROTEINA 24 PZ 50 GRS,DEXTRO,DEXTRO,DEXTRO,2222.22,Pesos,0,8
62213 PACK,PACK 12 PZ JELLY BELLY BEAN BOOZLED GB  3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,2200,Pesos,0,8
63965 PACK,PACK 12 PZ JELLY BELLY BEAN BOOZLED DISPENSER  3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,2200,Pesos,0,8
64885 PACK,PACK 12 PZ JB BEAN BOOZLED EXTREME SPINNER GIFT BOX 120 GRS,GOMITAS,JELLY BELLY,JELLY BELLY,2200,Pesos,0,8
B572004 PFS,SOUR RAINBOW/TUTTI FRUTII BELTS 1.6 KG X 6 PZAS,DULCE C/AZ,CT BRANDS,CT BRANDS,1804.8,Pesos,0,8
DEXTRO 16,DISPLAY BEBIDA EN GEL NARANJA 60 ML 18 PZ,DEXTRO,DEXTRO,DEXTRO,1796.74,Pesos,16,0
DEXTRO 17,DISPLAY BEBIDA EN GEL CLASICO 60 ML 18 PZ,DEXTRO,DEXTRO,DEXTRO,1796.74,Pesos,16,0
DEXTRO 18,DISPLAY BEBIDA EN GEL MANZANA 60 ML 18 PZ,DEXTRO,DEXTRO,DEXTRO,1796.74,Pesos,16,0
DEXTRO 19,DISPLAY BEBIDA EN GEL TORONJA + SODIO 60 ML 18 PZ,DEXTRO,DEXTRO,DEXTRO,1796.74,Pesos,16,0
DEXTRO 20,PAQUETE BEBIDA EN GEL SURTIDOS 60 ML 18 PZ,DEXTRO,DEXTRO,DEXTRO,1796.74,Pesos,16,0
DEXTRO 35,DISPLAY BEBIDA EN GEL GROSELLA NEGRA 60 ML 18 PZ,DEXTRO,DEXTRO,DEXTRO,1796.74,Pesos,16,0
784L,JELLY BELLY SABORES SURTIDOS 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1467.4,Pesos,0,8
DEXTRO 12,PAQUETE TABLETA EFERVESCENTE 82G ZERO SURTIDOS 6 PZ,DEXTRO,DEXTRO,DEXTRO,1372.68,Pesos,16,0
882L,JELLY BELLY SUNKIST LEMON 10 LBS,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
888L,JELLY BELLY SMOTHIE BLEND 10 LBS,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
956L,JELLY BELLY SUNKIST LIME 10 LBS.,GOMITAS,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
964L,JELLY BELLY KIDS MIX 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
968L,JELLY BELLY MARGARITA 10 LBS.,GOMITAS,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
970L,JELLY BELLY JEWEL BERRY BLUE 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
971L,JELLY BELLY JEWEL BLUEBERRY 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
972L,JELLY BELLY TOASTED MARSHMALLOW 10 LBS,GOMITAS,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
976L,JELLY BELLY JEWEL SOUR APPLE 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
986L,JELLY BELLY JEWEL SABORES SURTIDOS 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1334,Pesos,0,8
23011,DULCE MACIZO CANDY BLOCKS CAJA CON 5 KG,DULCES,TOOTSIE ROLL,TOOTSIE ROLL,1300,Pesos,0,8
ARETE RITTER,EXHIBIDOR DE ARETE RITTER SPORT,NULL,RITTER,RITTER,1275,Pesos,16,0
DEXTRO 22,DISPLAY  (SPORT TABLETS) CARAMELOS DE DEXTROSA 12 PZ,DEXTRO,DEXTRO,DEXTRO,1222.22,Pesos,0,8
CANASTAGDE,CANASTA NAVIDE�A GRANDE,NULL,RITTER,RITTER,1215.5,Pesos,0,8
SUAJE,SUEAJE DE LA CAJA CCC3 NUEVA CON MEDIDAS 15X15X21.5,NULL,RITTER,RITTER,1200,Pesos,16,0
DEXTRO 14,DISPLAY RECOVERY FRUTAS TROP 44.5G 14 PZ,DEXTRO,DEXTRO,DEXTRO,1180.93,Pesos,16,0
DEXTRO 25,PAQUETE BARRA DE PROTEINA CHOCOLATE 12 PZ 50G,DEXTRO,DEXTRO,DEXTRO,1157.41,Pesos,0,8
DEXTRO 27,PAQUETE BARRA DE PROTEINA CARAMEL COOKIE 12 PZ 50G,DEXTRO,DEXTRO,DEXTRO,1157.41,Pesos,0,8
DEXTRO 29,PAQUETE BARRA DE PROTEINA VAINILLA COCO 12 PZ 50G,DEXTRO,DEXTRO,DEXTRO,1157.41,Pesos,0,8
DEXTRO 32,PAQUETE BARRA DE ENERGIA VAINILLA 12 PZ 50 GRS,DEXTRO,DEXTRO,DEXTRO,1157.41,Pesos,0,8
DEXTRO 34,PAQUETE BARRA DE ENERGIA Y PROTEINA 12 PZ 50 GRS,DEXTRO,DEXTRO,DEXTRO,1157.41,Pesos,0,8
RITTER10-4,KIT 10 DE MAYO 2020 - 4,TABLETAS CHOCOLATE,RITTER,RITTER,1157.41,Pesos,0,8
DEXTRO 05,"ISO FAST FRUTAS 1,120 GRS. 1 PZA",DEXTRO,DEXTRO,DEXTRO,1101.79,Pesos,16,0
DEXTRO 06,"ISO FAST NARANJA 1,120 GRS. 1 PZA",DEXTRO,DEXTRO,DEXTRO,1101.79,Pesos,16,0
943,JELLY BELLY RASPBERRY KG,NULL,JELLY BELLY,JELLY BELLY,1050,Pesos,0,8
943L,JELLY BELLY RASPBERRY 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,1050,Pesos,0,8
480647 PFS,QUATRRO BELTS BULK 9 KG,DULCE C/AZ,FASCINI,FASCINI,1045,Pesos,0,8
DEXTRO 36,PAQUETE BEBIDA EN GEL SURTIDOS 60 ML 9 PZ,DEXTRO,DEXTRO,DEXTRO,963.96,Pesos,16,0
RITTER10-3,KIT 10 DE MAYO 2020 - 3,TABLETAS CHOCOLATE,RITTER,RITTER,921.3,Pesos,0,8
EX119 TEN PACK,PAQUETE DE 10 PIEZAS DE CHOCOLATE DE CORN FLAKES,TABLETAS CHOCOLATE,RITTER,RITTER,915.7405,Pesos,0,8
EF9330 PACK,PACK 10 PZ CHOCOLATE AMARGO 74% COCOA,TABLETAS CHOCOLATE,RITTER,RITTER,900,Pesos,0,8
EF9389 PACK,PACK 10 PZ CHOCOLATE AMARGO 81% COCOA 100G,TABLETAS CHOCOLATE,RITTER,RITTER,900,Pesos,0,8
UE2219 PACK,10 PZ CHOCO CON LECHE RELLENO DE MANTEQUILLA Y CARAMELO 100G,TABLETAS CHOCOLATE,RITTER,RITTER,887,Pesos,0,8
DEXTRO 21,PAQUETE BEBIDA EN GEL SURTIDOS 60 ML 8 PZ,DEXTRO,DEXTRO,DEXTRO,856.02,Pesos,16,0
13656525,GOMA DE AROS GRANEL 5 KILOS,GOMITAS,BALMORO,BALMORO,850,Pesos,0,8
15996897,GOMA DE FRUTAS A GRANEL 5 KILOS,GOMITAS,BALMORO,BALMORO,850,Pesos,0,8
10 PACK FW7049,RITTER SPORT CHOC CON LECHE CON ALMENDRA MIEL Y SAL 10 PZAS,TABLETAS CHOCOLATE,RITTER,RITTER,832.4074,Pesos,0,8
EF9319 TEN PACK,PAQUETE 10 PIEZAS CHOCOLATE AMARGO 55% COCOA,TABLETAS CHOCOLATE,RITTER,RITTER,832.4074,Pesos,0,8
EF9320 TEN PACK,PAQUETE 10 PIEZAS CHOCOLATE AMARGO 61% COCOA 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,832.4074,Pesos,0,8
PACK FS62609, RITTER SPORT CHOCOLATE 70% CACAO PQUETE DE 10 PIEZAS,TABLETAS CHOCOLATE,RITTER,RITTER,832.4074,Pesos,0,8
UE67099 PACK,CHOCOLATE CON LECHE CON PISTACHE RITTER CON 10 PZAS 1000 g,TABLETAS CHOCOLATE,RITTER,RITTER,832.4074,Pesos,0,8
WF7086 PACK,PAQUETE DE 10 PIEZAS DE CHOCOLATE AMARGO CON ALMENDRAS,TABLETAS CHOCOLATE,RITTER,RITTER,832.407,Pesos,0,8
WF7019 PACK,PACK 10 PZ CHOCOLATE BLANCO CON AVELLANAS ENTERAS 100 GRS,TABLETAS CHOCOLATE,RITTER,RITTER,832.4,Pesos,0,8
WF7076 PACK,PACK 10 PZ CHOCOLATE CON NUEZ DE LA INDIA 100 GRS,TABLETAS CHOCOLATE,RITTER,RITTER,832.4,Pesos,0,8
DEXTRO 07,"PAQUETE POLVO ISO DRINK 440G 1 NARANJA Y 1 CITRUS, 2 PZS",DEXTRO,DEXTRO,DEXTRO,830.97,Pesos,16,0
1007577270,GOMA ENCHILADA DE FRUTAS GRANEL 5 KILOS,GOMITAS,BALMORO,BALMORO,830,Pesos,0,8
1082931224,GOMA ENCHILADA DE AROS GRANEL 5 KILOS,GOMITAS,BALMORO,BALMORO,830,Pesos,0,8
DEXTRO 01,DISPLAY ISO FAST 56G FRUIT MIX 12 PIEZAS,DEXTRO,DEXTRO,DEXTRO,829.12,Pesos,16,0
DEXTRO 02,DISPLAY ISO FAST 56G NARANJA 12 PIEZAS,DEXTRO,DEXTRO,DEXTRO,829.12,Pesos,16,0
EX189 PACK,PACK 10 PZ CHOCO CON LECHE EXTRAFINO RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
EX259 PACK,PACK 10 PZ CHOCOLATE AMARGO CON MAZAPAN RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
EX2699 PACK,PACK 10 PZ CHOCO LECHE FRESA CON YOGURTH RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
EX2989 PACK,PACK 10 PZ CHOCOLATE COCOS  100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
WF7009 PACK,PACK 10 PZ CHOCOLATE CON LECHE CON AVELLANAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
WF7029 PACK,PACK 10 PZ CHOCO AMARGO CON AVELLANAS ENTERAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
WF7039 PACK,PACK 10 PZ CHOCOLATE CON LECHE CON ALMENDRAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,800,Pesos,0,8
PAHP/6U-6,6 PZ TIRAS DELGADAS DE CORAZON DE PALMITO EN SALMUERA (ANGEL HAIR),PALMINI,OA FOODS LLC,OA FOODS LLC,799,Pesos,0,0
PALP/6U-6,6 PZ TIRAS DELGADAS DE CORAZON DE PALMITO EN SALMUERA (LINGUINE),PALMINI,OA FOODS LLC,OA FOODS LLC,799,Pesos,0,0
PARP/6U-6,6 PZ PALMINI/OA PALMINI CORAZON DE PALMITO (RICE),PALMINI,OA FOODS LLC,OA FOODS LLC,799,Pesos,0,0
PLASP/6U-6,6 PZ TIRAS FINAS DE CORAZON DE PALMITO EN SALMUERA (LASAGNA),PALMINI,OA FOODS LLC,OA FOODS LLC,799,Pesos,0,0
TEN PACK 1071B,"RITTER SPORTCHOCOLATE VEGANO CON CARAMELO 10 PZS 1,000 GRS",TABLETAS CHOCOLATE,RITTER,RITTER,788.8889,Pesos,0,8
TEN PACK 1061B,"RITTER CHOCOLATE SPORT VEGANO C/ NUECES PAQ 10 PZAS 1,000 G",TABLETAS CHOCOLATE,RITTER,RITTER,788.888,Pesos,0,8
TEN PACK 1091B,RITTER SPORT VEGANO SUAVE PAQUETE CON 10 PZS,TABLETAS CHOCOLATE,RITTER,RITTER,788.88,Pesos,0,8
EX209 PACK,PACK 10 PZ CHOCOLATE AMARGO 50% COCOA RITTER 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,787.037,Pesos,0,8
EX2149 PACK,PAQUETE DE 10 PIEZAS DE CHOCOLATE DE LECHE CON GALLETA 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,787.037,Pesos,0,8
WF289 PACK,PAQUETE DE 10 PIEZAS DE CHOCO AMARGO RELLENO CREMA DE MENTA,TABLETAS CHOCOLATE,RITTER,RITTER,787.037,Pesos,0,8
UE2009 TEN PACK,PAQUETE DE 10 PIEZAS CHOCOLATE YOGURTH CON MORAS RITTER,TABLETAS CHOCOLATE,RITTER,RITTER,786.1111,Pesos,0,8
UE2199 PACK,10 PZ CHOCO CON LECHE RELLENO CON CREMA DE CEREZAS Y ALMENDRAS 100G,TABLETAS CHOCOLATE,RITTER,RITTER,786.1111,Pesos,0,8
EX129 TEN PACK,PAQUETE DE 10  PIEZAS DE CHOCOLATE DE RON CON PASAS,TABLETAS CHOCOLATE,RITTER,RITTER,786.11,Pesos,0,8
RITTER 4X250,CHOCOLATES RITTER SPORT SURTIDOS 1000 G,NULL,RITTER,RITTER,755,Pesos,0,8
102231275,"POLVO ISO FAST NARANJA 1,120 GRS.",DEXTRO,DEXTRO,DEXTRO,750,Pesos,16,0
102231276,"POLVO ISO FAST FRUTAS 1,120 GRS.",DEXTRO,DEXTRO,DEXTRO,750,Pesos,16,0
AT37738 PACK,PACK 16 PZ GOMITAS GUSANOS DE 150 GRS.,GOMITAS,HARIBO,HARIBO,750,Pesos,0,8
CANASTACHICA,CANASTA NAVIDE�A CHICA,NULL,RITTER,RITTER,750,Pesos,0,8
36204,SUNKIST FRUIT GEMS CON ENVOLTURA CAJA 10 LBS.,NULL,JELLY BELLY,JELLY BELLY,702,Pesos,0,8
DEXTRO 13,PAQUETE TABLETA EFERVESCENTE 82G ZERO SURTIDOS 3 PZ,DEXTRO,DEXTRO,DEXTRO,699.27,Pesos,16,0
DEXTRO 23,PAQUETE (SPORT TABLETS) CARAMELOS DE DEXTROSA 6 PZ,DEXTRO,DEXTRO,DEXTRO,666.67,Pesos,0,8
1025488225,BOTANA CHILI CHEESE A GRANEL 5 KILOS,GOMITAS,BALMORO,BALMORO,650,Pesos,0,8
15843942,BOTANA CHILI NUTS A GRANEL 5 KILOS,GOMITAS,BALMORO,BALMORO,650,Pesos,0,8
DEXTRO 15,PAQUETE RECOVERY FRUTAS TROP 44.5G 7 PZ,DEXTRO,DEXTRO,DEXTRO,644.35,Pesos,16,0
102231275 SP,"POLVO ISO FAST NARANJA 1,120 GRS.",DEXTRO,DEXTRO,DEXTRO,640.31,Pesos,16,0
102231276 SP,"POLVO ISO FAST FRUTAS 1,120 GRS.",DEXTRO,DEXTRO,DEXTRO,640.31,Pesos,16,0
62213 + 61800 5 PZA ,PACK 5 PZ JB BEAN BOOZLED + 5 REPUESTOS,GOMITAS,JELLY BELLY,JELLY BELLY,629.6296,Pesos,0,8
AT31662 PACK,PACK 20 PZ GOMITAS HAPPY COLA  80GRSx30,GOMITAS,HARIBO,HARIBO,600,Pesos,0,8
T332,GUAVA VASO GRANEL TI 30/250 g,,,PROCESADORA DE DULCES TIPICOS S.A. DE C.V,600,Pesos,0,8
T343,MANVASO CHAMOY GRANEL TI 30/250 g,,,PROCESADORA DE DULCES TIPICOS S.A. DE C.V,600,Pesos,0,8
86143,6-1 OZ HARRY POTTER HOUSE POINTS COUNTER,GOMITAS,JELLY BELLY,JELLY BELLY,598,Pesos,0,8
102131311,POLVO RECOVERY FRUTAS 356 GRS,DEXTRO,DEXTRO,DEXTRO,558.1,Pesos,16,0
4001 R,MINICHOCOLATE RITTER GRANEL,MINIRITTER,RITTER,RITTER,550,Pesos,0,8
62205,JELLY BELLY BEAN BEAN BOOZLED SPINER WHEEL 12.6 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,540,Pesos,0,8
PALMP/6U-3,3 PZ PURE DE CORAZON DE PALMITO (MASHED),PALMINI,OA FOODS LLC,OA FOODS LLC,500,Pesos,0,0
PALMP/6U-6,6 PZ PURE DE CORAZON DE PALMITO (MASHED),PALMINI,OA FOODS LLC,OA FOODS LLC,500,Pesos,0,0
RITTER10-7,KIT 10 DE MAYO 2020 - 6,TABLETAS CHOCOLATE,RITTER,RITTER,500,Pesos,0,8
86144,6-1 OZ MY FAVORITES BEAN MACHINE,GOMITAS,JELLY BELLY,JELLY BELLY,499,Pesos,0,8
88984,MINI DISPENSADOR JELLY BELLY,GOMITAS,JELLY BELLY,JELLY BELLY,499,Pesos,0,8
62213 + 3 REP,JELLY BELLY RULETA BEAN BOOZLED + 3 REPUESTOS,GOMITAS,JELLY BELLY,JELLY BELLY,490.7407,Pesos,0,8
WF7039 MINI PACK,PACK 5 PZ CHOCOLATE CON LECHE CON ALMENDRAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,486.12,Pesos,0,8
RITTER10-6,KIT 10 DE MAYO 2020 - 6,TABLETAS CHOCOLATE,RITTER,RITTER,481.48,Pesos,0,8
DEXTRO 03,PAQUETE ISO FAST 56G FRUIT MIX 6 PIEZAS,DEXTRO,DEXTRO,DEXTRO,472.75,Pesos,16,0
DEXTRO 04,PAQUETE ISO FAST 56G NARANJA 6 PIEZAS,DEXTRO,DEXTRO,DEXTRO,472.75,Pesos,16,0
9643N RUS FIVE PACK,FIVE PACK CREMA DE FRESA CON COBERTURA DE CHOCO S/A 85 G,NULL,RUSSEL,RUSELL,462.9629,Pesos,0,8
EF9319 FIVE PACK,PAQUETE 5 PIEZAS CHOCOLATE AMARGO 55% COCOA,TABLETAS CHOCOLATE,RITTER,RITTER,462.037,Pesos,0,8
USCL1000X4,PACK CHOCOLATE MR BEAST SABORES SURTIDOS 240 GR,CHOCOLATES,FEASTABLES,FEASTABLES,462.037,Pesos,0,8
WF7086 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCOLATE AMARGO CON ALMENDRAS,TABLETAS CHOCOLATE,RITTER,RITTER,462.037,Pesos,0,8
EF9389 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCOLATE AMARGO 81% COCOA,TABLETAS CHOCOLATE,RITTER,RITTER,462,Pesos,0,8
UE2199 FIVE PACK,5 PZ CHOCO CON LECHE RELLENO CON CREMA DE CEREZAS Y ALMENDRAS 100G,TABLETAS CHOCOLATE,RITTER,RITTER,461.4167,Pesos,0,8
9621N RUS FIVE PACK,FIVE PACK CARAMELO CUBIERTO DE CHOCOLATE CON LECHE S/A 85g,NULL,RUSSEL,RUSELL,461.111,Pesos,0,8
9622N RUS FIVE PACK,FIVE PACK CHOCOLATE  S/A RELLENO DE MANTEQUILLA S/A 85 G,NULL,RUSSEL,RUSELL,461.111,Pesos,0,8
9632N RUS FIVE PACK,FIVE PACK DULCE DE COCO CUBIERTO CON CHOCOLATE S/A,NULL,RUSSEL,RUSELL,461.11,Pesos,0,8
9645N RUS FIVE PACK,FIVE PACK CREMA DE MANTEQUILLA CUBIERTA CON CHOCOLATE S/A 85g,NULL,RUSSEL,RUSELL,461.11,Pesos,0,8
BEAN B5,PAQUETE 5 JELLY BELLY BEAN BOOZLED,GOMITAS,JELLY BELLY,JELLY BELLY,458.33,Pesos,0,8
PAHP/6U-3,PALMINI TIRAS DELGADAS DE CORAZON DE PALMITO 3PZAS (ANGEL HAIR),PALMINI,OA FOODS LLC,OA FOODS LLC,450,Pesos,0,0
PALP/6U-3,3 PZ TIRAS DELGADAS DE CORAZON DE PALMITO EN SALMUERA (LINGUINE),PALMINI,OA FOODS LLC,OA FOODS LLC,450,Pesos,0,0
PLASP/6U-3,3 PZ TIRAS FINAS DE CORAZON DE PALMITO EN SALMUERA (LASAGNA),PALMINI,OA FOODS LLC,OA FOODS LLC,450,Pesos,0,0
UE67099 FIVE PACK,PAQUETE DE 5 PIEZAS CHOCO CON LECHE CON PISTACHE RITTER 500 G,TABLETAS CHOCOLATE,RITTER,RITTER,447.22,Pesos,0,8
FIVE PACK 1061B,RITTER CHOCOLATE SPORT VEGANO C/ NUECES PAQ 5 PZAS 500 G,TABLETAS CHOCOLATE,RITTER,RITTER,446.2963,Pesos,0,8
PACK 1071B,CHOCOLATE RITTER SPORT VEGANO CON CARAMELO 5 PZS,TABLETAS CHOCOLATE,RITTER,RITTER,446.2962,Pesos,0,8
EX259 MID-PACK,PACK 5 PZ CHOCOLATE AMARGO CON MAZAPAN RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,444.44,Pesos,0,8
EX119 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCOLATE DE CORN FLAKES,TABLETAS CHOCOLATE,RITTER,RITTER,443.52,Pesos,0,8
EX129 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCOLATE DE RON CON PASAS,TABLETAS CHOCOLATE,RITTER,RITTER,443.52,Pesos,0,8
EX189 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCOLATE CON LECHE EXTRAFINO,TABLETAS CHOCOLATE,RITTER,RITTER,443.52,Pesos,0,8
EF9330 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCOLATE AMARGO 74% COCOA,TABLETAS CHOCOLATE,RITTER,RITTER,443.5185,Pesos,0,8
FS62609 FIVE PACK,RITTER SPORT CHOCOLATE 70% CACAO PAQUETE CON 5 PZAS 500 G,TABLETAS CHOCOLATE,RITTER,RITTER,443.5185,Pesos,0,8
FW7049 FIVE PACK,RITTER SPORT CHOC CON LECHE CON ALMENDRA MIEL Y SAL 5 PZAS 500 G,TABLETAS CHOCOLATE,RITTER,RITTER,443.5185,Pesos,0,8
WF7009 FIVE PACK,PACK 5 PZ CHOCOLATE CON LECHE CON AVELLANAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,443.5185,Pesos,0,8
EX2989 FIVE PACK,PACK 5 PZ CHOCOLATE COCOS  100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,443.518,Pesos,0,8
WF289 FIVE PACK,PAQUETE DE 5 PIEZAS DE CHOCO AMARGO RELLENO CREMA DE MENTA,TABLETAS CHOCOLATE,RITTER,RITTER,443.518,Pesos,0,8
WF7019 FIVE PACK,PACK 5 PZ CHOCOLATE BLANCO CON AVELLANAS ENTERAS 100 GRS,TABLETAS CHOCOLATE,RITTER,RITTER,443.518,Pesos,0,8
WF7029 FIVE PACK,PACK 5 PZ CHOCO AMARGO CON AVELLANAS ENTERAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,443.518,Pesos,0,8
WF7076 FIVE PACK,PACK 5 PZ CHOCOLATE CON NUEZ DE LA INDIA 100 GRS,TABLETAS CHOCOLATE,RITTER,RITTER,443.518,Pesos,0,8
