SKU,Descripcion,Familia,Linea,Fabricante,Precio_Lista,Moneda,Porcentaje_IVA,Porcentaje_IEPS
USCL2007,CHOCOLATE MR BEAST CON LECHE CON CREMA DE CACAHUATE 35 GR,CHOCOLATES,FEASTABLES,FEASTABLES,35.5,Pesos,0,8
7224,DISPENSADOR DE PEZ MINIONS,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
9224,DISPENSADOR DE PEZ  EMOJIS,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
105224,DISPENSADOR DE PEZ KITTY LLAMA,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
109224,DISPENSADOR DE PEZ HARRY POTTER,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
14224,DISPENSADOR DE PEZ ANGRY BIRDS,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
21224,DISPENSADOR DE PEZ NINTENDO,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
224,DISPENSADOR DE PEZ,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
48224,DISPENSADOR DE PEZ PAW PATROL,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
9621N RUS,CARAMELO CUBIERTO DE CHOCOLATE CON LECHE S/A 85g,NULL,RUSSEL,RUSELL,35.2,Pesos,0,8
9625N RUS,NUECES Y CARAMELO CUBIERTO CON CHOCOLATE S/A 85 G,NULL,RUSSEL,RUSELL,35.2,Pesos,0,8
9626N RUS,CHOCO AMARGO RELLENO CREMA SABOR MENTA S/A 85 G,NULL,RUSSEL,RUSELL,35.2,Pesos,0,8
9632N RUS,DULCE DE COCO CUBIERTO CON CHOCOLATE S/A  85 G,ADEREZOS,RUSSEL,RUSELL,35.2,Pesos,0,8
9643N RUS,CREMA DE FRESA CON COBERTURA DE CHOCO S/A 85 G,NULL,RUSSEL,RUSELL,35.2,Pesos,0,8
Z1224,DISPENSADOR DE PEZ  TOM AND JERRY,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
Z3224,DISPENSADOR DE PEZ  KITTY BEE,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
Z5224,DISPENSADOR DE PEZ  MASHA Y OSO,DULCE C/AZ,PEZ,PEZ,35.2,Pesos,16,0
5376,PALENETA SVE DISTROLLER,CANEL�S,CANEL�S,CANEL�S,35,Pesos,0,8
21033,GOMITAS WORMS WARHEADS  4  OZ,NULL,FOREIGN,FOREIGN,35,Pesos,0,8
23225,GOMITAS CHEWY CUBES WARHEADS  4  OZ.,NULL,FOREIGN,FOREIGN,35,Pesos,0,8
23501,GOMITAS SOUR JELLY BEANS WARHEADS  4 OZ,NULL,FOREIGN,FOREIGN,35,Pesos,0,8
23810,GOMITAS SOUR TWIST WARHEADS  3.5 OZ.,NULL,FOREIGN,FOREIGN,35,Pesos,0,8
21035,WAFFLE HONEY HONEY STINGER 30 G,,HONEY STINGER,HONEY STINGER,34.5,Pesos,0,8
21066,WAFFLE FRESA HONEY STINGER 30G,,HONEY STINGER,HONEY STINGER,34.5,Pesos,0,8
21097,WAFFLE VAINILLA HONEY STINGER 30G,,HONEY STINGER,HONEY STINGER,34.5,Pesos,0,8
21127,WAFFLE CHOCOLATE HONEY STINGER 30G,,HONEY STINGER,HONEY STINGER,34.5,Pesos,0,8
8698,SP MINI BITES TROPICAL BLENDS 12/3.5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,34.5,Pesos,0,8
50204,RED VINES MIXED BERRY TWIST 112 GRS,GOMITAS,,AMERICAN LICORICE COMPANY,34,Pesos,0,8
645881,OBLEAS AMARANTO CON COCO 60G,OBLEAS,OBLEAS,KALAN OBLEAS,34,Pesos,0,0
645898,OBLEAS DE AMARANTO NATURAL 60 G,OBLEAS,OBLEAS,KALAN OBLEAS,34,Pesos,0,0
645911,OBLEAS DE AMARANTO CHOCOLATE 60 G,OBLEAS,OBLEAS,KALAN OBLEAS,34,Pesos,0,0
692147,OBLEAS AMARANTO CON FRUTOS 60G,OBLEAS,OBLEAS,KALAN OBLEAS,34,Pesos,0,0
61800,CAJA SABORES BEANBOOZLED 1.6 OZ.,BEBIDAS,JELLY BELLY,JELLY BELLY,33,Pesos,0,8
61800 KIO,CAJA SABORES BEANBOOZLED 1.6 OZ.,NULL,JELLY BELLY,JELLY BELLY,33,Pesos,0,8
CHOC1000,CHOCOLATE MR BEAST SEMIAMARGO 60 G,CHOCOLATES,FEASTABLES,FEASTABLES,33,Pesos,0,8
CHOC1003,CHOCOLATE MR BEAST CON LECHE 60 G,CHOCOLATES,FEASTABLES,FEASTABLES,33,Pesos,0,8
CHOC1007,CHOCOLATE MR BEAST CON LECHE CON CACAHUATE 60 G,CHOCOLATES,FEASTABLES,FEASTABLES,33,Pesos,0,8
105886,BOTANAS AJO Y PEREJIL 120G,,,GREFUSA,32.5,Pesos,0,8
88154,SOUR PUNCH SABORES SURTIDOS AGRIDULCES ICE CREAM 105 GRS,AGRIDULCES,,AMERICAN LICORICE COMPANY,32.5,Pesos,0,8
UE149,CHOCOLATE BLANCO RELLENO DE CREMA SABOR A LIMON 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,32.5,Pesos,0,8
UE2109,CHOCOLATE CON LECHE RELLENO CON YOGURTH DE FRESA Y MENTA 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,32.5,Pesos,0,8
WF289,CHOCO AMARGO RELLENO DE CREMA DE MENTA 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,32.5,Pesos,0,8
WF3049,CHOCOLATE CON LECHE CON ALMENDRA CON MIEL Y SAL 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,32.5,Pesos,0,8
67981,JELLY BELLY  20 FLAVOR CLEAR BIG BEAN  1.4 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,32,Pesos,0,8
67982,JELLY BELLY SOURS CLEAR BIG BEAN  1.4 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,32,Pesos,0,8
88001 HAM,BITES SABOR DULCES SURTIDOS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,31.86,Pesos,0,0
8902 HAM,BITES SABORES FAN FLAVORS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,31.86,Pesos,0,0
8979 HAM,BITES SABOR BLUE RASPBERRY 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,31.86,Pesos,0,0
AT309490,GOMITAS DE CEREZAS  200 GRS x 30,GOMITAS,HARIBO,HARIBO,31.5,Pesos,0,8
AT31213,GOMITAS DE CHUPONES  200 GRS X 30,GOMITAS,HARIBO,HARIBO,31.5,Pesos,0,8
AT405190,GOMITAS SABOR FRESA 200 GRS X 30,GOMITAS,HARIBO,HARIBO,31.5,Pesos,0,8
AT47251,GOMITAS DE RANAS  200 GRS X 30,GOMITAS,HARIBO,HARIBO,31.5,Pesos,0,8
72594,JELLY BELLY SPORT BEANS FRUIT PUNCH,GOMITAS,JELLY BELLY,JELLY BELLY,31,Pesos,0,8
72596,JELLY BELLY SPORT BEANS BERRY,GOMITAS,JELLY BELLY,JELLY BELLY,31,Pesos,0,8
72597,JELLY BELLY SPORT BEANS ORANGE 1 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,31,Pesos,0,8
72598,JELLY BELLY SPORT BEANS WATERMELON 1 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,31,Pesos,0,8
10042312,GOMITAS HAPPY CHERRIES 80GRSx10,GOMITAS,HARIBO,HARIBO,30.5,Pesos,0,8
EST 4 PACK PALP,ESTUCHE 4 PACK PALMINI TIRAS DELGADAS DE CORAZON DE PALMITO (LINGUINE),PALMINI,OA FOODS LLC,OA FOODS LLC,30.5,Pesos,16,0
112503,GOMITA DE OSOS ENCHILADOS 250 GRS,GOMITAS,BALMORO,BALMORO,30,Pesos,0,8
142500,GOMITA DE FRUTAS ENCHILADOS 250 GRS,GOMITAS,BALMORO,BALMORO,30,Pesos,0,8
162508,GOMITA DE AROS ENCHILADOS 250 GRS,GOMITAS,BALMORO,BALMORO,30,Pesos,0,8
50208,GRAPE LICORICE TWISTS TRAY FLAVOR 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,30,Pesos,0,8
8015,SP BITES HB STRAW 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,30,Pesos,0,8
8016,SP BITES HB APPLE 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,30,Pesos,0,8
8734,SP BITES HB ASSORTED 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,30,Pesos,0,8
8738,SP TROPICAL BITES HB 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,30,Pesos,0,8
10051781,GOMITAS SURTIDAS AGRIDULCES 80GRSx10,GOMITAS,HARIBO,HARIBO,29,Pesos,0,8
37713 HAR,GOMITAS SERPIENTES 142 GRS.,GOMITAS,HARIBO,HARIBO,29,Pesos,0,8
38220 HAR,GOMITAS ENSALADA DE FRUTAS 142 GRS,GOMITAS,HARIBO,HARIBO,29,Pesos,0,8
45103,SUNKIST FRUIT GEMS  3.5 oz. (99 grs.),NULL,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
45121,3.0 OZ JELLY BELLY HELLO KITTY MELLOCREME,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
62107,1.75 OZ DRAFT BEER CAN TIN,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
62213,JELLY BELLY BEAN BOOZLED GB  3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
62213 KIO,JELLY BELLY BEAN BOOZLED GB  3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
63691,1.75 OZ JELLY BELLY BUTTERED POP CORN,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66105,3.1 OZ JB HELLO KITTY BAG,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66110,JELLY BELLY20 ASST FLAVOR 3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66128,3.5 OZ JELLY BELLY MINI SCOOP BIN W/20 FLAVORS,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66152,JELLY BELLY SOURS  3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66318,3.1 OZ JELLY BELLY PANCAKES W/MAPLES SYRU,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66329,3.5 OZ JB CHAMPAGNE BEANS GRAG N GO BAG,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
66888,JELLY BELLY SMOOTHIE BLEND   3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
72677,JELLY BELLY COCKTAIL CLSC BOX 1 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
75001,MALV. COCO ALMENDRAS CUB. CHOCOLATE 92 GRS.,DULCE S/AZ,SIMPLY,SIMPLY,29,Pesos,0,8
75002,CREMA DE CEREZAS CUBIERTA DE CHOCOLATE AMARGO  92 GRS.,DULCE S/AZ,SIMPLY,SIMPLY,29,Pesos,0,8
75103,CHOCOLATE DE MENTA SIN AZUCAR 92 GRS.,DULCE S/AZ,SIMPLY,SIMPLY,29,Pesos,0,8
86110,6.1 OZ MR JELLY BELLY BEAN MACHINE DISPENSE,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
86111,6.1 OZ BOUNCING BEANS DISPENSER,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
88086,JB CANDY SPINRACK,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,0
88116,JB GIFT BAG DISPLAY,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,0
91199,1.5 OZ JELLY BELLY TABASCO BOTTLES,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
91206,JB HELLO KITTY CANDY JAR,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,0
91207,JB CANDY MUFFIN,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
91212,1.5 OZ JELLY BELLY DRAFT BEER BOTTLES,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
91213,1.5 OZ CHAMPAGNE BOTTLES,GOMITAS,JELLY BELLY,JELLY BELLY,29,Pesos,0,8
101002716,SOPA INSTANTANEA SABOR SOYA 120g,NONGSHIM,NONGSHIM,NONGSHIM,28.5,Pesos,0,8
240520,AMOS GOMITAS PELABLES EN FORMA DE MANGO 72 GR,GOMITAS,LANEZI,LANEZI,28,Pesos,0,8
240521,AMOS GOMITAS PELABLES EN FORMA DE BANANA 72 GR,GOMITAS,LANEZI,LANEZI,28,Pesos,0,8
80023,TUTSI POP BOLSA 20G 12/7,DULCES,TUTSI POP,TUTSI POP,28,Pesos,0,8
200747 HAM,PEZ REPUESTO SABOR FRUTAS CON 8 ROLLOS,DULCE C/AZ,PEZ,PEZ,27.92,Pesos,0,0
101003359,SOPA INSTANTANEA SABOR MARISCOS 75g,NONGSHIM,NONGSHIM,NONGSHIM,27.5,Pesos,0,8
101004183,SOPA INSTANTANEA SABOR VERDURAS VEGANO 75g,NONGSHIM,NONGSHIM,NONGSHIM,27.5,Pesos,0,8
88001,BITES SABOR DULCES SURTIDOS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27.5,Pesos,0,8
8902,BITES SABORES FAN FLAVORS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27.5,Pesos,0,8
8979,BITES SABOR BLUE RASPBERRY 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27.5,Pesos,0,8
AMK-PL006,AMOS GOMITAS PELABLES EN FORMA DE LYCHEE 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
AMK-PL007,AMOS GOMITAS PELABLE EDICION FAN PARTY 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
AMK-PL009,AMOS GOMITAS PELABLES EN FORMA DE SANDIA 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
AMK-PL010,AMOS GOMITAS PELABLES EN FORMA DE MARACUYA 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
AMK-PL011,AMOS GOMITAS PELABLES EN FORMA DE KIWI 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
AMK-PL012,AMOS GOMITAS PELABLES EN FORMA DE PI�A 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
AMK-PL016,AMOS GOMITAS PELABLES EN FORMA DE FRESA 65 GR,GOMITAS,LANEZI,LANEZI,27.5,Pesos,0,8
12207,BLACK LICORICE TWIST 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27,Pesos,0,8
12207 HAM,BLACK LICORICE TWIST 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27,Pesos,0,0
12209,RED VINES BARS 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27,Pesos,0,8
12209 HAM,RED VINES BARS 12/5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,27,Pesos,0,0
30209 HAR,GOMITAS DE OSITOS DE 142 GRS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
30973 HAR,GOMITAS DE CEREZAS 142 GMS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
31220 HAR,GOMAS DE OSITOS ACIDULADOS 127 GRS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
32312 HAR,GOMITA HAPPY COLA 142 GRS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
34120 HAR,GOMITAS DE DINOSAURIOS 142 GRS,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
35887 HAR,GOMITAS SPAGUETTI 142 GMS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
36905 HAR,GOMITAS LETRAS ALFABETO 142 GRS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
47258 HAR,GOMITAS DE RANAS 142 GRS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
70553 HAR,GOMITAS MORAS 142 GRS.,GOMITAS,HARIBO,HARIBO,27,Pesos,0,8
101002102,SOPA INSTANTANEA SABOR CAMARON 86g,NONGSHIM,NONGSHIM,NONGSHIM,26.5,Pesos,0,8
10043486,GOMITAS DURAZNOS 80GRS x 10,GOMITAS,HARIBO,HARIBO,26,Pesos,0,8
230501 - B,GOMITAS SURTIDAS DE SABORES SURTIDOS 72 GR,KRAM,,KRAM,26,Pesos,0,8
230507 - D,GOMITAS DE SABORES SURTIDOS 72 GRS,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
230510 - C,GOMITAS DE SABORES SURTIDOS 72 GR,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
80012,TUTSI BOLSA SABORES CON CHILE 20G 12/7,DULCES,TUTSI POP,TUTSI POP,26,Pesos,0,8
80012 HAM,TUTSI BOLSA SABORES CON CHILE 20G 12/7,DULCES,TUTSI POP,TUTSI POP,26,Pesos,0,0
80013,TAMA TUTSI BOLSA 20G 12/7,DULCES,TUTSI POP,TUTSI POP,26,Pesos,0,8
80018,TUTSI HOT BOLSA 20G 12/7,DULCES,TUTSI POP,TUTSI POP,26,Pesos,0,8
80020 HAM,TUTSI SURTIDO BOLSA 12/144G,DULCES,TUTSI POP,TUTSI POP,26,Pesos,0,0
91205,JELLY BELLY CRAYONS 1 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,26,Pesos,0,8
AMK-PL001,AMOS GOMITAS PELABLES EN FORMA DE MANGO 65 GR,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
AMK-PL002,AMOS GOMITAS PELABLES EN FORMA DE BANANA 65 GR,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
AMK-PL003,AMOS GOMITAS PELABLES EN FORMA DE DURAZNO 65 GR,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
AMK-PL004,AMOS GOMITAS PELABLES EN FORMA DE MANZANA 65 GR,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
AMK-PL005,AMOS GOMITAS PELABLES EN FORMA DE LIMON 65 GR,GOMITAS,LANEZI,LANEZI,26,Pesos,0,8
42417,JELLY BELLY MEZCLA DE FRUTAS 70 GRS,GOMITAS,JELLY BELLY,JELLY BELLY,25.5,Pesos,0,8
42418,JELLY BELLY MEZCLA ACIDOS 70 GRS,GOMITAS,JELLY BELLY,JELLY BELLY,25.5,Pesos,0,8
42419,JELLY BELLY 20 SABORES SURTIDOS 70 GRS,GOMITAS,JELLY BELLY,JELLY BELLY,25.5,Pesos,0,8
10043478 HAM,GOMITAS OSITOS  80GRSx10,GOMITAS,HARIBO,HARIBO,25.38,Pesos,0,0
10043480 HAM,GOMITAS STARMIX 80GRSx10,GOMITAS,HARIBO,HARIBO,25.38,Pesos,0,0
10043482 HAM,GOMITAS GUSANOS 80GRSx10,GOMITAS,HARIBO,HARIBO,25.38,Pesos,0,0
10043484 HAM,GOMITAS HAPPY COLA 80GRSx10,GOMITAS,HARIBO,HARIBO,25.38,Pesos,0,0
35291,SPRAY MEGA WARHEADS .68 oz.,AGRIDULCES,FOREIGN,FOREIGN,25,Pesos,0,0
53100,PALETA CON POLVO AGRIDULCE PAINT SHOP 1.5 OZ.,AGRIDULCES,FOREIGN,FOREIGN,25,Pesos,0,8
80017,TOOTSIE ROLL BOLSA 14G 12/7,DULCES,TUTSI POP,TUTSI POP,25,Pesos,0,8
80093,TUTSI BOTA NAVIDE�A 133G,DULCES,TUTSI POP,TUTSI POP,24.5,Pesos,0,8
BOLSACHRITTER,BOLSA NAVIDE�A DE PAPEL RITTER SPORT,,RITTER,RITTER,24.5,Pesos,16,0
80122,TUTSI BOLSA SUSTOS 144 g,DULCES,TUTSI POP,TUTSI POP,24,Pesos,0,8
BX700,CAJA CART�N LECHE CON AVELLANAS ENTERAS RITTER 4 X 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,0
BX710,CAJA CART�N CHOCOLATE LECHE EXTRAFINO RITTER 4 X 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
BX730,CAJA CART�N CHOCOLATE AMARGO MAZAPAN RITTER 4 X 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,0
EX119,CHOCOLATE CON LECHE CON CORN FLAKES RITTER 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX129,CHOCOLATE RON CON PASAS  100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX209,CHOCOLATE AMARGO 50% COCOA RITTER 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX2149,CHOCOLATE DE LECHE CON GALLETA 100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX259,CHOCOLATE AMARGO CON MAZAPAN RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX2699,CHOCO LECHE FRESA CON YOGURTH RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX2699 KIO,CHOCO LECHE FRESA CON YOGURTH RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX2949,CHOCOLATE MOUSSE DE CACAO  100 G,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
EX2989,CHOCOLATE COCOS  100 GRS.,TABLETAS CHOCOLATE,RITTER,RITTER,24,Pesos,0,8
10043478,GOMITAS OSITOS  80GRSx10,GOMITAS,HARIBO,HARIBO,23.5,Pesos,0,8
10043480,GOMITAS STARMIX 80GRSx10,GOMITAS,HARIBO,HARIBO,23.5,Pesos,0,8
10043482,GOMITAS GUSANOS 80GRSx10,GOMITAS,HARIBO,HARIBO,23.5,Pesos,0,8
10043484,GOMITAS HAPPY COLA 80GRSx10,GOMITAS,HARIBO,HARIBO,23.5,Pesos,0,8
32901,GOMITAS ESCUALO  80 GRS,GOMITAS,HARIBO,HARIBO,23.5,Pesos,0,8
72551,JELLY BELLY BUTTERED POP CORN BAG PACKED 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,23.5,Pesos,0,8
9626N,CHOCO AMARGO RELLENO CON CREMA SABOR A MENTA S/A 85 GRS,NULL,RUSSEL,RUSELL,23.5,Pesos,0,8
9645N RUS,CREMA DE MANTEQUILLA CUBIERTA CON CHOCOLATE S/A 85g,NULL,RUSSEL,RUSELL,23.5,Pesos,0,8
10165,RUEDAS LICORICE 142 GRS.,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
30154,OSITOS DE 100GRSx30,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
30209,OSITOS DE 142 GRS.,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
30973,CEREZAS 142 GMS.,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
32312,HAPPY COLA 142 GRS.,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
32335,HAPPY COLA  100GRSx30,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
3366,RUEDAS LICORICE SABOR FRESA 142 grs.,GOMITAS,HARIBO,HARIBO,23,Pesos,0,8
52025,5 oz. ANGRY BIRDS SPACE GREEN  BIRD FRUIT SNACKS BAG,DULCE C/AZ,SIMPLY,SIMPLY,23,Pesos,0,8
131784,ROLLO DE CHOCOLATE EXTRA AMARGO 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
131792,ROLLO DE CHOCOLATE EXTRA CREMOSO 10 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
230501,GOMITAS SURTIDAS EN FORMA DE BLOQUES 72 GR,GOMITAS,LANEZI,LANEZI,22,Pesos,0,8
230504,GOMITAS SURTIDAS EN FORMA DE FRUTAS 72 GR,GOMITAS,LANEZI,LANEZI,22,Pesos,0,8
