SKU,Descripcion,Familia,Linea,Fabricante,Precio_Lista,Moneda,Porcentaje_IVA,Porcentaje_IEPS
230507,GOMITAS SURTIDAS EN FORMA DE DINOSAURIOS 72 GR,GOMITAS,LANEZI,LANEZI,22,Pesos,0,8
230510,GOMITAS SURTIDAS EN FORMA DE CUPCAKES 72 GR,GOMITAS,LANEZI,LANEZI,22,Pesos,0,8
8011070,ROLLOS DE CHOCOLATE DE LECHE 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
8011170,ROLLOS DE CHOCOLATE AMARGO 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
8011270,ROLLOS DE CHOCOLATE LECHE AMARGO 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
8011370,ROLLOS DE CHOCOLATE BLANCO 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
8011470,ROLLOS DE CHOCOLATE/LECHE BLANCO 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
8011570,ROLLOS DE CHOCOLATE/NARANJA 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
8011670,ROLLOS DE CHOCOLATE CREMA DE CAFE 100 g.,CHOCOLATES,DROSTE,DROSTE,22,Pesos,0,0
81030,DULCE DE CARAMELO LATTE SIN AZUCAR 78 grs.,DULCE S/AZ,SIMPLY,SIMPLY,22,Pesos,0,0
81032,DULCE DE CAFE SIN AZUCAR 78 grs.,DULCE S/AZ,SIMPLY,SIMPLY,22,Pesos,0,8
81040,DULCE MORA AZUL SIN AZUCAR  78 grs.,DULCE S/AZ,SIMPLY,SIMPLY,22,Pesos,0,8
81041,DULCE PONCHE GRANADA  SIN AZUCAR  78 grs.,DULCE S/AZ,SIMPLY,SIMPLY,22,Pesos,0,0
1611403 HAM,SMINT TIN STRAWBERRY 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,21.06,Pesos,0,0
1611415 HAM,SMINT TIN SPEARMINT 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,21.06,Pesos,0,0
1611416 HAM,SMINT TIN PEPPERMINT 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,21.06,Pesos,0,0
8304151 HAM,SMINT TIN LIMON 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,21.06,Pesos,0,0
12024 PIM,GOMITAS DE FRUTAS FIGURA DE OSOS 99g,GOMITAS,PROMOTION IN MOTION,PROMOTION IN MOTION,21,Pesos,0,8
47377,BOLSA PALETAS WARHEADS X PZAS.,AGRIDULCES,FOREIGN,FOREIGN,21,Pesos,0,0
8304223,PALETA POP UP TOY 6 X 12 EMOJI,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,21,Pesos,0,8
72571 HAM,JELLY BELLY ASSORTED BAG PACKED 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,20.52,Pesos,0,8
72572 HAM,JELLY BELLY SOURS 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,20.52,Pesos,0,8
72573 HAM,JELLY BELLY KIDS MIX 20 FLAVORS 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,20.52,Pesos,0,8
33015 HAR,GOMITA AGRIDULCE SABORES DE FRUTAS 100GRS x 30,GOMITAS,HARIBO,HARIBO,20,Pesos,0,8
85239190615,WACH MACHINE  BARBIE/HOT WHEELS ( 6 PZAS X 20 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,20,Pesos,0,8
8246 HAM,SP ASSORT MINI BITES 12/18/2 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,19.98,Pesos,0,0
AT30794,GOMITAS DE OSITOS DE 150 GRS.,GOMITAS,HARIBO,HARIBO,19.93,Pesos,0,8
AT31668,GOMITAS HAPPY COLA DE 150 GRS.,GOMITAS,HARIBO,HARIBO,19.93,Pesos,0,8
AT37738,GOMITAS GUSANOS DE 150 GRS.,GOMITAS,HARIBO,HARIBO,19.93,Pesos,0,8
AT72776,GOMITAS STARMIX DE 150 GRS.,GOMITAS,HARIBO,HARIBO,19.93,Pesos,0,8
AT72776 KIO,GOMITAS STARMIX DE 150 GRS.,GOMITAS,HARIBO,HARIBO,19.93,Pesos,0,8
1395,"JAW BREAKER PSYCHEDELIC AGRIDULCE 2 1/4""",DULCE C/AZ,SCONZA,SCONZA,19.5,Pesos,0,8
24660,HAMBURGUESA 142 GMS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
35807,FRUTAS DE PASTA 142 GRS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
35887,SPAGUETTI 142 GMS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
36720,GOMITAS TROPIFRUTTI 5 OZ.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
36905,LETRAS ALFABETO 142 GRS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
37579,GOMITAS FRUITY FRUTTI 4 OZ.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
37713,SERPIENTES 142 GRS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
38082,DURAZNOS 142 GRS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
38220,ENSALADA DE FRUTAS 142 GRS,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
45014,LETRAS ALFABETO GRANEL,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
47258,BOLSA DE RANAS 142 GRS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
47275,RANITAS DE ARCOIRIS 142 GMS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,0
49008,FRESAS CON CREMA 150 GMS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,0
70553,MORAS 142 GRS.,GOMITAS,HARIBO,HARIBO,19.5,Pesos,0,8
8075,RED VINES BARS 8/24/2.5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,19.5,Pesos,0,8
17253150615 C,CHUPONES DE CARAMELO CRY BABIES  ( 6 PZAS X 15 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,19,Pesos,0,8
17253150615 P,CHUPONES DE CARAMELO PAW PATROL  ( 6 PZAS X 15 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,19,Pesos,0,8
30154 HAR,GOMITAS OSITOS DE 100GRS x 30,GOMITAS,HARIBO,HARIBO,19,Pesos,0,8
32335 HAR,GOMITAS HAPPY COLA  100GRSx30,GOMITAS,HARIBO,HARIBO,19,Pesos,0,8
38672 HAR,GOMITAS GOLD BEARS  85 GRS,GOMITAS,HARIBO,HARIBO,19,Pesos,0,8
61986,JELLY BELLY BNZA ASST BOX 1.6 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,19,Pesos,0,8
72647 HAR,GOMITAS STARMIX 100GRSx30,GOMITAS,HARIBO,HARIBO,19,Pesos,0,8
66319 JEL,JELLY BELLY SABOR TABASCO 100 GR,NULL,JELLY BELLY,JELLY BELLY,18.58,Pesos,0,8
61788,JELLY BELLY SOURS BOX 1.6 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,18.5,Pesos,0,8
CJCUPS8,CAJA CHOCO CUPS 8 PIEZAS,NULL,,,18.2,Pesos,16,0
1611403,SMINT TIN STRAWBERRY 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,18,Pesos,0,8
1611415,SMINT TIN SPEARMINT 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,18,Pesos,0,8
1611416,SMINT TIN PEPPERMINT 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,18,Pesos,0,8
72528 JEL,JELLY BELLY BOLSA 20 SABORES,GOMITAS,JELLY BELLY,JELLY BELLY,18,Pesos,0,8
72571,JELLY BELLY ASSORTED BAG PACKED 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,18,Pesos,0,8
72572,JELLY BELLY SOURS 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,18,Pesos,0,8
72573,JELLY BELLY KIDS MIX 20 FLAVORS 30 1 OZ.,GOMITAS,JELLY BELLY,JELLY BELLY,18,Pesos,0,8
8304151,SMINT TIN LIMON 35 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,18,Pesos,0,8
BMRITTER500,ESTUCHE DE MINI RITTER 500 g,ESTUCHE MINIRITTER,RITTER,RITTER,18,Pesos,16,0
BOXMU,CAJA CARTON PEZ MONSTER UNIVERSITY,DULCE C/AZ,PEZ,PEZ,18,Pesos,16,0
BOXR250,CAJA DE CARTON PARA RITTER 2 X 250g,ESTUCHE MINIRITTER,RITTER,RITTER,18,Pesos,16,0
8246,SP ASSORT MINI BITES 12/18/2 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,17.5,Pesos,0,8
8304119,MENTOS GUM SPEARMINT 30 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,17,Pesos,16,0
8304122,MENTOS GUM FRESHMINT 30 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,17,Pesos,16,0
928L,SUNKIST FRUIT GEMS  3.5 oz. (99 grs.),NULL,JELLY BELLY,JELLY BELLY,17,Pesos,0,0
23205,GOMITAS QBZ WARHEADS  2.50  oz.,NULL,FOREIGN,FOREIGN,16.5,Pesos,0,8
AT50368C,CHICLOSO MAOAM 3 BLOCKS 66 g,GOMITAS,HARIBO,HARIBO,16.3,Pesos,0,8
35292,PALETA CON SPRAY MEGA WARHEADS 1.04 oz.,AGRIDULCES,FOREIGN,FOREIGN,16,Pesos,0,0
85255150615,ANILLO DE CARAMELO MACIZO ( 6 PZAS X 15 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,16,Pesos,0,8
EMPTY CASES (O.A.F),CAJA PALMINI 4 PACK,,OA FOODS LLC,OA FOODS LLC,16,Pesos,16,0
72530,JELLY BELLY BEANANZA 20 FLAVOR 1.45 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,15.5,Pesos,0,8
8053,SP STRAWS STAW 12/24/2 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,15,Pesos,0,8
8241,SP STRWS APPLE 144/1.5 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,15,Pesos,0,8
AT30782,GOMITAS DE OSITOS  80GRSx30,GOMITAS,HARIBO,HARIBO,14.65,Pesos,0,8
AT31662,GOMITAS HAPPY COLA  80GRSx30,GOMITAS,HARIBO,HARIBO,14.65,Pesos,0,8
AT37733,GOMITAS GUSANOS 80GRS x 30,GOMITAS,HARIBO,HARIBO,14.65,Pesos,0,8
AT38087,GOMITAS DURAZNOS 80GRS x 30,GOMITAS,HARIBO,HARIBO,14.65,Pesos,0,8
AT72772,GOMITAS STARMIX 80GRSx30,GOMITAS,HARIBO,HARIBO,14.65,Pesos,0,8
17230070108 B,HUEVO SORPRESA PLASTICO C/DULCES BABY SHARK  ( 6 PZAS X 8 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,14,Pesos,0,8
17230070108 C,HUEVO SORPRESA PLASTICO C/DULCES CRY BABIES  ( 6PZAS X 8 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,14,Pesos,0,8
17230070108 T,HUEVO SORPRESA PLASTICO C/DULCES TORTUGAS  ( 6 PZAS X 8 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,14,Pesos,0,8
200747,PEZ REPUESTO SABOR FRUTAS CON 8 ROLLOS,DULCE C/AZ,PEZ,PEZ,14,Pesos,0,8
200747 KIO,PEZ REPUESTO SABOR FRUTAS CON 8 ROLLOS,DULCE C/AZ,PEZ,PEZ,14,Pesos,0,8
427001,ALG STRAWBERRY FILL STICK  75GRS,DULCE C/AZ,FASCINI,FASCINI,14,Pesos,0,8
85254150605 B,PINTALABIOS BARBIE (12 PZAS X 5 G),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,14,Pesos,0,8
85254150605 P,PINTALABIOS PAW PATROL ( 12 PZAS X 5 G ),DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,14,Pesos,0,8
RBF02,RIZOPIA PASTA FETUCCINE INTEGRAL 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
RBF03,RIZOPIA PASTA FUSILLI INTEGRAL 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
RBP04,RIZOPIA PASTA PENNE INTEGRAL 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
RBS01,RIZOPIA PASTA SPAGUETTI ARROZ INTEGRAL 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
ROP11,RIZOPIA PASTA INTEGRAL ORGANICA SPAGUETTI 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
ROP13,RIZOPIA PASTA INTEGRAL ORGANICA PENNE 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
RWS01,RIZOPIA PASTA SPAGUETTI DE ARROZ 16 OZ.,,RIZOPIA,RIZOPIA,13.5,Pesos,0,0
CTH01,PRETZEL CON CHILE,PAN,,,13,Pesos,0,8
BOXMR250,CAJA RITTER PARA 15 MINI RITTER,EMPAQUES CHOCOLATE,RITTER,RITTER,12.89,Pesos,16,0
8303917 HAM,XTREME MORAS CHUPA CHUPS 57G,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,12.47,Pesos,0,0
8304187 HAM,XTREME ARCOIRIS CHUPA CHUPS 57G,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,12.47,Pesos,0,0
8304296 HAM,FRIKI FRUTS 57 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,12.42,Pesos,0,0
111699-80 STO,MAMBA FRUTAS AGRIDULCES  3B,NULL,STORCK,STORCK,12,Pesos,0,8
226808,MANGO ENCHILADO 50 GRS,FRUTA SECA,BALMORO,TODO ES BOTANEABLE,12,Pesos,0,8
226815,PI�A ENCHILADA 50 GRS,FRUTA SECA,BALMORO,TODO ES BOTANEABLE,12,Pesos,0,8
61983,JELLY BELLY 20 FLAVOR ASST BOX  1 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,12,Pesos,0,8
FT05 HAM,TAMARINDO CON CHILE 60 G,DULCES,,CHECOLINES,11.34,Pesos,0,0
230216 PZA,PASTEL CON RELLENO CREMOSO SABOR BAILEYS 39G,PASTELITO BAILEYS,INTERCANDY,INTERCANDY,11,Pesos,0,8
35330,ROLLOS DE FRESA AGRIDULCE,AGRIDULCES,FOREIGN,FOREIGN,11,Pesos,0,0
35332,ROLLOS SANDIA AGRIDULCE 42.5 g.,AGRIDULCES,FOREIGN,FOREIGN,11,Pesos,0,0
35334,ROLLOS DE MORA AGRIDULCES 42.5 g.,AGRIDULCES,FOREIGN,FOREIGN,11,Pesos,0,0
35403,ROLLOS DE MORA AZUL 42.5 g.,AGRIDULCES,FOREIGN,FOREIGN,11,Pesos,0,0
35423,ROLLOS DE MANZANA 42.5 g.,AGRIDULCES,FOREIGN,FOREIGN,11,Pesos,0,0
79260,JELLY BELLY FLIP TOP BOX 10 SABORES SURTIDOS 28 GRS.,NULL,JELLY BELLY,JELLY BELLY,11,Pesos,0,8
8303917,XTREME MORAS CHUPA CHUPS 57G,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,11,Pesos,0,8
8304187,XTREME ARCOIRIS CHUPA CHUPS 57G,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,11,Pesos,0,8
AB3193A,CHOCO CON LECHE RITTER 16.7 G,TABLETAS CHOCOLATE,RITTER,RITTER,11,Pesos,0,8
401AI,MINICHOCOLATE RITTER LECHE CON CORN FLAKES,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
402AI,MINICHOCOLATE RITTER LECHE CON WAFFER,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
404AI,MINICHOCOLATE RITTER LECHE CON TROZOS AVELLANAS,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
405AI,MINICHOCOLATE RITTER LECHE CON PRALIN�,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
406AI,MINICHOCOLATE RITTER AMARGO CON MAZAP�N,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
407AI,MINICHOCOLATE RITTER LECHE,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
408AI,MINICHOCOLATE RITTER LECHE CON YOGURTH,MINIRITTER,RITTER,RITTER,10.8,Pesos,0,0
8304153 HAM,XTREME BITES BAGS 57 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,10.69,Pesos,0,0
5725 CH HAM,TAMARINDO CONFITADO CON CHILE 80 G,DULCES,,CHECOLINES,10.66,Pesos,0,0
35280,LIQUIDO MEGA WARHEADS .125 Oz.,AGRIDULCES,FOREIGN,FOREIGN,10.5,Pesos,0,0
226846,GOMITA DE FRUTAS ENCHILADOS 50 GRS,GOMITAS,BALMORO,TODO ES BOTANEABLE,10,Pesos,0,8
4381,PALETA DE DEXTROSA CON DULCE LIQUIDO AGRIDULCE 40 G,DULCES,,BERBER PRODUCTOS,10,Pesos,0,8
523200,GOMITA DE AROS ENCHILADOS 50 GRS,GOMITAS,BALMORO,TODO ES BOTANEABLE,10,Pesos,0,8
EXHIMOSTRADOR 6G,EXHIBIDOR BLANCO DE MOSTRADOR DE 6 GANCHOS PEZ,NULL,PEZ,PEZ,10,Pesos,16,0
1236090105,JUGUETE CON CUERDA FIGURAS NAVIDAD,DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,9.9,Pesos,16,0
2236090105,JUGUETE CON CUERDA FIGURAS HALLOWEEN,DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,9.9,Pesos,16,0
FT05,TAMARINDO CON CHILE 60 G,DULCES,,CHECOLINES,9.75,Pesos,0,8
CRRCHCUBO,NULL,RITTER 65,RITTER,NULL,9.64,Pesos,16,0
AT30713,GOMITAS DE OSITOS  35 GRSx50,GOMITAS,HARIBO,HARIBO,9.35,Pesos,0,8
AT31676,GOMITAS HAPPY COLA  35 GRSx50,GOMITAS,HARIBO,HARIBO,9.35,Pesos,0,8
5725 CH,TAMARINDO CONFITADO CON CHILE 80 G,DULCES,,CHECOLINES,8.97,Pesos,0,8
8304070,AH BITES FRUIT 65 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,8.6,Pesos,0,8
AT37218C,GOMITAS ROULETTE 25 G,GOMITAS,HARIBO,HARIBO,8.47,Pesos,0,8
AT38311,GOMITAS ROULETTE COLA 25 G,GOMITAS,HARIBO,HARIBO,8.47,Pesos,0,8
BOXMR116,CAJA RITTER PARA 7 CHOCOLATES 116g,EMPAQUES CHOCOLATE,RITTER,RITTER,8.4,Pesos,16,0
8304153,XTREME BITES BAGS 57 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,8.35,Pesos,0,8
EMPTY TRAYS (O.A.F)1,CHAROLA PALMINI 4 PACK,,OA FOODS LLC,OA FOODS LLC,8,Pesos,16,0
8304757,PALETA CRAZY DIPS SABOR FRESA 12g,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,7.4,Pesos,0,8
8304758,PALETA CRAZY DIPS SABOR UVA 12g,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,7.4,Pesos,0,8
37215 HAR,PASTILLAS DE GOMITAS 25 GRS.,GOMITAS,HARIBO,HARIBO,7,Pesos,0,8
8304296,FRIKI FRUTS 57 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,6.61,Pesos,0,8
EU6460G,CHOCO CUBO RELLENO C/TROZOS DE AVELLANA Y PRALINE EDICION ESPECIAL,NULL,RITTER,RITTER,6.5,Pesos,0,8
6450A TF,CHOCO CUBO RELLENO DE GROSELLA NEGRA,NULL,RITTER,RITTER,6.32,Pesos,0,0
6650A TF,CHOCO CUBO DOBLE CARAMELO,NULL,RITTER,RITTER,6.32,Pesos,0,0
6861A TF,CHOCO CUBO PRALINE,NULL,RITTER,RITTER,6.32,Pesos,0,0
6865A TF,CHOCO CUBO YOGURT,NULL,RITTER,RITTER,6.32,Pesos,0,0
6866A TF,CHOCO CUBO YOGURT DE FRESA,NULL,RITTER,RITTER,6.32,Pesos,0,0
6877A TF,CHOCO CUBO RELLENO C/TROZOS DE AVELLANA Y PRALINE,NULL,RITTER,RITTER,6.32,Pesos,0,0
6884A TF,CHOCO CUBO RELLENO  DE CHOCOLATE CRISP,NULL,RITTER,RITTER,6.32,Pesos,0,0
8304841,MENTOS ROL FANTA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,6,Pesos,0,8
UE6880A,CHOCO CUBO RELLENO DE MOUSSE DE COCOA,CHOCOLATES,RITTER,RITTER,5.85,Pesos,0,8
UE6881A,CHOCO CUBO RELLENO DE YOGURTH DE FRESA,CHOCOLATES,RITTER,RITTER,5.85,Pesos,0,8
8304260 HAM,MENTOS AIR ACTION 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,5.4,Pesos,0,0
8304437 HAM,MENTOS ROLL YERBABUENA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,5.4,Pesos,0,0
857022 HAM,MENTOS ROLL MENTA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,5.4,Pesos,0,0
857303 HAM,MENTOS ROLL FRUTAS 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,5.4,Pesos,0,0
8304437,MENTOS ROLL YERBABUENA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,5,Pesos,0,8
6450A,CHOCO CUBO RELLENO DE GROSELLA NEGRA,NULL,RITTER,RITTER,4.84,Pesos,0,8
6877A,CHOCO CUBO RELLENO C/TROZOS DE AVELLANA Y PRALINE,NULL,RITTER,RITTER,4.84,Pesos,0,8
8304233,PALETA CHUPA CHUPS XXL 29 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.65,Pesos,0,8
CRRCCC3,CORRUGADO CCC3 (15.5X15.5X22.5),NULL,RITTER,RITTER,4.5,Pesos,16,0
MRBEAST-3,ESTUCHE TRIPACK MR. BEAST,CHOCOLATES,FEASTABLES,FEASTABLES,4.39,Pesos,16,0
37215,PASTILLAS DE GOMITAS 25 GRAMOS.,GOMITAS,HARIBO,HARIBO,4.2,Pesos,0,8
8304260,MENTOS AIR ACTION 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.2,Pesos,0,8
8304789,MENTOS ROLL FRESA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.2,Pesos,0,8
8304789 HAM,MENTOS ROLL FRESA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.2,Pesos,0,0
857022,MENTOS ROLL MENTA 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.2,Pesos,0,8
857303,MENTOS ROLL FRUTAS 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.2,Pesos,0,8
857712,MENTOS ROLL SOUR 29.7 GRS,DULCES,PERFETTI VAN MELLE MEXICO,PERFETTI VAN MELLE MEXICO,4.2,Pesos,0,8
MRBEAST - 6 ,ESTUCHE SIXPACK MR. BEAST,CHOCOLATES,FEASTABLES,FEASTABLES,3.98,Pesos,16,0
